 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 8.2020    Time:   6:18:56
 Units: L = m    , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

   14355.0000  0.00000E+00  0.00000E+00 -0.34600E-05  0.00000E+00  0.95183E-05  0.00000E+00  0.00000E+00 -0.81908E-01  0.00000E+00  0.46766E+00  0.00000E+00  0.00000E+00  0.43327E+01  0.00000E+00  0.00000E+00  0.18636E+01  0.12251E+00  0.40605E-01   1309  0.00000E+00      0.000
   14370.0000  0.00000E+00  0.00000E+00 -0.34595E-05  0.00000E+00  0.95117E-05  0.00000E+00  0.00000E+00 -0.81960E-01  0.00000E+00  0.46781E+00  0.00000E+00  0.00000E+00  0.43342E+01  0.00000E+00  0.00000E+00  0.18638E+01  0.12256E+00  0.40605E-01   1310  0.00000E+00      0.000
   14385.0000  0.00000E+00  0.00000E+00 -0.34589E-05  0.00000E+00  0.95060E-05  0.00000E+00  0.00000E+00 -0.82012E-01  0.00000E+00  0.46795E+00  0.00000E+00  0.00000E+00  0.43357E+01  0.00000E+00  0.00000E+00  0.18640E+01  0.12262E+00  0.40605E-01   1311  0.00000E+00      0.000
   14400.0000  0.00000E+00  0.00000E+00 -0.34583E-05  0.00000E+00  0.95137E-05  0.00000E+00  0.00000E+00 -0.82064E-01  0.00000E+00  0.46809E+00  0.00000E+00  0.00000E+00  0.43387E+01  0.00000E+00  0.00000E+00  0.18642E+01  0.12267E+00  0.40605E-01   1312  0.00000E+00      0.000
   14415.0000  0.00000E+00  0.00000E+00 -0.34578E-05  0.00000E+00  0.95057E-05  0.00000E+00  0.00000E+00 -0.82116E-01  0.00000E+00  0.46823E+00  0.00000E+00  0.00000E+00  0.43397E+01  0.00000E+00  0.00000E+00  0.18644E+01  0.12272E+00  0.40605E-01   1313  0.00000E+00      0.000
   14430.0000  0.00000E+00  0.00000E+00 -0.34573E-05  0.00000E+00  0.95029E-05  0.00000E+00  0.00000E+00 -0.82168E-01  0.00000E+00  0.46838E+00  0.00000E+00  0.00000E+00  0.43412E+01  0.00000E+00  0.00000E+00  0.18646E+01  0.12277E+00  0.40605E-01   1314  0.00000E+00      0.000
   14445.0000  0.00000E+00  0.00000E+00 -0.34567E-05  0.00000E+00  0.95008E-05  0.00000E+00  0.00000E+00 -0.82219E-01  0.00000E+00  0.46852E+00  0.00000E+00  0.00000E+00  0.43427E+01  0.00000E+00  0.00000E+00  0.18648E+01  0.12282E+00  0.40605E-01   1315  0.00000E+00      0.000
   14460.0000  0.00000E+00  0.00000E+00 -0.34562E-05  0.00000E+00  0.95126E-05  0.00000E+00  0.00000E+00 -0.82271E-01  0.00000E+00  0.46866E+00  0.00000E+00  0.00000E+00  0.43457E+01  0.00000E+00  0.00000E+00  0.18650E+01  0.12288E+00  0.40605E-01   1316  0.00000E+00      0.000
   14475.0000  0.00000E+00  0.00000E+00 -0.34557E-05  0.00000E+00  0.95166E-05  0.00000E+00  0.00000E+00 -0.82323E-01  0.00000E+00  0.46880E+00  0.00000E+00  0.00000E+00  0.43477E+01  0.00000E+00  0.00000E+00  0.18652E+01  0.12293E+00  0.40605E-01   1317  0.00000E+00      0.000
   14490.0000  0.00000E+00  0.00000E+00 -0.34552E-05  0.00000E+00  0.95077E-05  0.00000E+00  0.00000E+00 -0.82375E-01  0.00000E+00  0.46895E+00  0.00000E+00  0.00000E+00  0.43482E+01  0.00000E+00  0.00000E+00  0.18653E+01  0.12298E+00  0.40605E-01   1318  0.00000E+00      0.000
   14505.0000  0.00000E+00  0.00000E+00 -0.34547E-05  0.00000E+00  0.94988E-05  0.00000E+00  0.00000E+00 -0.82427E-01  0.00000E+00  0.46909E+00  0.00000E+00  0.00000E+00  0.43487E+01  0.00000E+00  0.00000E+00  0.18655E+01  0.12303E+00  0.40605E-01   1319  0.00000E+00      0.000
   14520.0000  0.00000E+00  0.00000E+00 -0.34542E-05  0.00000E+00  0.95031E-05  0.00000E+00  0.00000E+00 -0.82479E-01  0.00000E+00  0.46923E+00  0.00000E+00  0.00000E+00  0.43507E+01  0.00000E+00  0.00000E+00  0.18657E+01  0.12308E+00  0.40605E-01   1320  0.00000E+00      0.000
   14535.0000  0.00000E+00  0.00000E+00 -0.34537E-05  0.00000E+00  0.95243E-05  0.00000E+00  0.00000E+00 -0.82530E-01  0.00000E+00  0.46937E+00  0.00000E+00  0.00000E+00  0.43547E+01  0.00000E+00  0.00000E+00  0.18659E+01  0.12314E+00  0.40605E-01   1321  0.00000E+00      0.000
   14550.0000  0.00000E+00  0.00000E+00 -0.34533E-05  0.00000E+00  0.95146E-05  0.00000E+00  0.00000E+00 -0.82582E-01  0.00000E+00  0.46952E+00  0.00000E+00  0.00000E+00  0.43552E+01  0.00000E+00  0.00000E+00  0.18661E+01  0.12319E+00  0.40605E-01   1322  0.00000E+00      0.000
   14565.0000  0.00000E+00  0.00000E+00 -0.34528E-05  0.00000E+00  0.95049E-05  0.00000E+00  0.00000E+00 -0.82634E-01  0.00000E+00  0.46966E+00  0.00000E+00  0.00000E+00  0.43557E+01  0.00000E+00  0.00000E+00  0.18663E+01  0.12324E+00  0.40605E-01   1323  0.00000E+00      0.000
   14580.0000  0.00000E+00  0.00000E+00 -0.34523E-05  0.00000E+00  0.95166E-05  0.00000E+00  0.00000E+00 -0.82686E-01  0.00000E+00  0.46980E+00  0.00000E+00  0.00000E+00  0.43587E+01  0.00000E+00  0.00000E+00  0.18665E+01  0.12329E+00  0.40605E-01   1324  0.00000E+00      0.000
   14595.0000  0.00000E+00  0.00000E+00 -0.34518E-05  0.00000E+00  0.95026E-05  0.00000E+00  0.00000E+00 -0.82738E-01  0.00000E+00  0.46995E+00  0.00000E+00  0.00000E+00  0.43587E+01  0.00000E+00  0.00000E+00  0.18667E+01  0.12334E+00  0.40605E-01   1325  0.00000E+00      0.000
   14610.0000  0.00000E+00  0.00000E+00 -0.34514E-05  0.00000E+00  0.95020E-05  0.00000E+00  0.00000E+00 -0.82789E-01  0.00000E+00  0.47009E+00  0.00000E+00  0.00000E+00  0.43602E+01  0.00000E+00  0.00000E+00  0.18669E+01  0.12339E+00  0.40605E-01   1326  0.00000E+00      0.000
   14625.0000  0.00000E+00  0.00000E+00 -0.34509E-05  0.00000E+00  0.95026E-05  0.00000E+00  0.00000E+00 -0.82841E-01  0.00000E+00  0.47023E+00  0.00000E+00  0.00000E+00  0.43617E+01  0.00000E+00  0.00000E+00  0.18671E+01  0.12345E+00  0.40605E-01   1327  0.00000E+00      0.000
   14640.0000  0.00000E+00  0.00000E+00 -0.34504E-05  0.00000E+00  0.95169E-05  0.00000E+00  0.00000E+00 -0.82893E-01  0.00000E+00  0.47037E+00  0.00000E+00  0.00000E+00  0.43647E+01  0.00000E+00  0.00000E+00  0.18673E+01  0.12350E+00  0.40605E-01   1328  0.00000E+00      0.000
   14655.0000  0.00000E+00  0.00000E+00 -0.34500E-05  0.00000E+00  0.95051E-05  0.00000E+00  0.00000E+00 -0.82945E-01  0.00000E+00  0.47052E+00  0.00000E+00  0.00000E+00  0.43647E+01  0.00000E+00  0.00000E+00  0.18675E+01  0.12355E+00  0.40605E-01   1329  0.00000E+00      0.000
   14670.0000  0.00000E+00  0.00000E+00 -0.34495E-05  0.00000E+00  0.94983E-05  0.00000E+00  0.00000E+00 -0.82996E-01  0.00000E+00  0.47066E+00  0.00000E+00  0.00000E+00  0.43652E+01  0.00000E+00  0.00000E+00  0.18677E+01  0.12360E+00  0.40605E-01   1330  0.00000E+00      0.000
   14685.0000  0.00000E+00  0.00000E+00 -0.34490E-05  0.00000E+00  0.94917E-05  0.00000E+00  0.00000E+00 -0.83048E-01  0.00000E+00  0.47080E+00  0.00000E+00  0.00000E+00  0.43657E+01  0.00000E+00  0.00000E+00  0.18679E+01  0.12365E+00  0.40605E-01   1331  0.00000E+00      0.000
   14700.0000  0.00000E+00  0.00000E+00 -0.34486E-05  0.00000E+00  0.94980E-05  0.00000E+00  0.00000E+00 -0.83100E-01  0.00000E+00  0.47094E+00  0.00000E+00  0.00000E+00  0.43677E+01  0.00000E+00  0.00000E+00  0.18681E+01  0.12370E+00  0.40605E-01   1332  0.00000E+00      0.000
   14715.0000  0.00000E+00  0.00000E+00 -0.34481E-05  0.00000E+00  0.94960E-05  0.00000E+00  0.00000E+00 -0.83152E-01  0.00000E+00  0.47109E+00  0.00000E+00  0.00000E+00  0.43687E+01  0.00000E+00  0.00000E+00  0.18683E+01  0.12376E+00  0.40605E-01   1333  0.00000E+00      0.000
   14730.0000  0.00000E+00  0.00000E+00 -0.34476E-05  0.00000E+00  0.94946E-05  0.00000E+00  0.00000E+00 -0.83203E-01  0.00000E+00  0.47123E+00  0.00000E+00  0.00000E+00  0.43697E+01  0.00000E+00  0.00000E+00  0.18685E+01  0.12381E+00  0.40605E-01   1334  0.00000E+00      0.000
   14745.0000  0.00000E+00  0.00000E+00 -0.34472E-05  0.00000E+00  0.94928E-05  0.00000E+00  0.00000E+00 -0.83255E-01  0.00000E+00  0.47137E+00  0.00000E+00  0.00000E+00  0.43707E+01  0.00000E+00  0.00000E+00  0.18686E+01  0.12386E+00  0.40605E-01   1335  0.00000E+00      0.000
   14760.0000  0.00000E+00  0.00000E+00 -0.34467E-05  0.00000E+00  0.94911E-05  0.00000E+00  0.00000E+00 -0.83307E-01  0.00000E+00  0.47151E+00  0.00000E+00  0.00000E+00  0.43717E+01  0.00000E+00  0.00000E+00  0.18688E+01  0.12391E+00  0.40605E-01   1336  0.00000E+00      0.000
   14775.0000  0.00000E+00  0.00000E+00 -0.34462E-05  0.00000E+00  0.94977E-05  0.00000E+00  0.00000E+00 -0.83358E-01  0.00000E+00  0.47165E+00  0.00000E+00  0.00000E+00  0.43737E+01  0.00000E+00  0.00000E+00  0.18690E+01  0.12396E+00  0.40605E-01   1337  0.00000E+00      0.000
   14790.0000  0.00000E+00  0.00000E+00 -0.34458E-05  0.00000E+00  0.94911E-05  0.00000E+00  0.00000E+00 -0.83410E-01  0.00000E+00  0.47180E+00  0.00000E+00  0.00000E+00  0.43742E+01  0.00000E+00  0.00000E+00  0.18692E+01  0.12401E+00  0.40605E-01   1338  0.00000E+00      0.000
   14805.0000  0.00000E+00  0.00000E+00 -0.34453E-05  0.00000E+00  0.94843E-05  0.00000E+00  0.00000E+00 -0.83462E-01  0.00000E+00  0.47194E+00  0.00000E+00  0.00000E+00  0.43747E+01  0.00000E+00  0.00000E+00  0.18694E+01  0.12407E+00  0.40605E-01   1339  0.00000E+00      0.000
   14820.0000  0.00000E+00  0.00000E+00 -0.34448E-05  0.00000E+00  0.94471E-05  0.00000E+00  0.00000E+00 -0.83513E-01  0.00000E+00  0.47208E+00  0.00000E+00  0.00000E+00  0.43717E+01  0.00000E+00  0.00000E+00  0.18696E+01  0.12412E+00  0.40605E-01   1340  0.00000E+00      0.000
   14835.0000  0.00000E+00  0.00000E+00 -0.34443E-05  0.00000E+00  0.94722E-05  0.00000E+00  0.00000E+00 -0.83565E-01  0.00000E+00  0.47222E+00  0.00000E+00  0.00000E+00  0.43757E+01  0.00000E+00  0.00000E+00  0.18698E+01  0.12417E+00  0.40605E-01   1341  0.00000E+00      0.000
   14850.0000  0.00000E+00  0.00000E+00 -0.34439E-05  0.00000E+00  0.94754E-05  0.00000E+00  0.00000E+00 -0.83617E-01  0.00000E+00  0.47237E+00  0.00000E+00  0.00000E+00  0.43772E+01  0.00000E+00  0.00000E+00  0.18700E+01  0.12422E+00  0.40605E-01   1342  0.00000E+00      0.000
   14865.0000  0.00000E+00  0.00000E+00 -0.34434E-05  0.00000E+00  0.94782E-05  0.00000E+00  0.00000E+00 -0.83668E-01  0.00000E+00  0.47251E+00  0.00000E+00  0.00000E+00  0.43787E+01  0.00000E+00  0.00000E+00  0.18702E+01  0.12427E+00  0.40605E-01   1343  0.00000E+00      0.000
   14880.0000  0.00000E+00  0.00000E+00 -0.34429E-05  0.00000E+00  0.94685E-05  0.00000E+00  0.00000E+00 -0.83720E-01  0.00000E+00  0.47265E+00  0.00000E+00  0.00000E+00  0.43787E+01  0.00000E+00  0.00000E+00  0.18704E+01  0.12432E+00  0.40605E-01   1344  0.00000E+00      0.000
   14895.0000  0.00000E+00  0.00000E+00 -0.34424E-05  0.00000E+00  0.94762E-05  0.00000E+00  0.00000E+00 -0.83772E-01  0.00000E+00  0.47279E+00  0.00000E+00  0.00000E+00  0.43807E+01  0.00000E+00  0.00000E+00  0.18706E+01  0.12438E+00  0.40605E-01   1345  0.00000E+00      0.000
   14910.0000  0.00000E+00  0.00000E+00 -0.34419E-05  0.00000E+00  0.94808E-05  0.00000E+00  0.00000E+00 -0.83823E-01  0.00000E+00  0.47293E+00  0.00000E+00  0.00000E+00  0.43822E+01  0.00000E+00  0.00000E+00  0.18708E+01  0.12443E+00  0.40605E-01   1346  0.00000E+00      0.000
   14925.0000  0.00000E+00  0.00000E+00 -0.34415E-05  0.00000E+00  0.94851E-05  0.00000E+00  0.00000E+00 -0.83875E-01  0.00000E+00  0.47308E+00  0.00000E+00  0.00000E+00  0.43837E+01  0.00000E+00  0.00000E+00  0.18710E+01  0.12448E+00  0.40605E-01   1347  0.00000E+00      0.000
   14940.0000  0.00000E+00  0.00000E+00 -0.34410E-05  0.00000E+00  0.94765E-05  0.00000E+00  0.00000E+00 -0.83926E-01  0.00000E+00  0.47322E+00  0.00000E+00  0.00000E+00  0.43837E+01  0.00000E+00  0.00000E+00  0.18712E+01  0.12453E+00  0.40605E-01   1348  0.00000E+00      0.000
   14955.0000  0.00000E+00  0.00000E+00 -0.34405E-05  0.00000E+00  0.94413E-05  0.00000E+00  0.00000E+00 -0.83978E-01  0.00000E+00  0.47336E+00  0.00000E+00  0.00000E+00  0.43807E+01  0.00000E+00  0.00000E+00  0.18714E+01  0.12458E+00  0.40605E-01   1349  0.00000E+00      0.000
   14970.0000  0.00000E+00  0.00000E+00 -0.34400E-05  0.00000E+00  0.93801E-05  0.00000E+00  0.00000E+00 -0.84030E-01  0.00000E+00  0.47350E+00  0.00000E+00  0.00000E+00  0.43747E+01  0.00000E+00  0.00000E+00  0.18716E+01  0.12463E+00  0.40605E-01   1350  0.00000E+00      0.000
   14985.0000  0.00000E+00  0.00000E+00 -0.34395E-05  0.00000E+00  0.93177E-05  0.00000E+00  0.00000E+00 -0.84081E-01  0.00000E+00  0.47364E+00  0.00000E+00  0.00000E+00  0.43687E+01  0.00000E+00  0.00000E+00  0.18717E+01  0.12469E+00  0.40605E-01   1351  0.00000E+00      0.000
   15000.0000  0.00000E+00  0.00000E+00 -0.34391E-05  0.00000E+00  0.92731E-05  0.00000E+00  0.00000E+00 -0.84133E-01  0.00000E+00  0.47378E+00  0.00000E+00  0.00000E+00  0.43647E+01  0.00000E+00  0.00000E+00  0.18719E+01  0.12474E+00  0.40605E-01   1352  0.00000E+00      0.000
   15015.0000  0.00000E+00  0.00000E+00 -0.34386E-05  0.00000E+00  0.92288E-05  0.00000E+00  0.00000E+00 -0.84184E-01  0.00000E+00  0.47392E+00  0.00000E+00  0.00000E+00  0.43607E+01  0.00000E+00  0.00000E+00  0.18721E+01  0.12479E+00  0.40605E-01   1353  0.00000E+00      0.000
   15030.0000  0.00000E+00  0.00000E+00 -0.34381E-05  0.00000E+00  0.91667E-05  0.00000E+00  0.00000E+00 -0.84236E-01  0.00000E+00  0.47406E+00  0.00000E+00  0.00000E+00  0.43537E+01  0.00000E+00  0.00000E+00  0.18723E+01  0.12484E+00  0.40605E-01   1354  0.00000E+00      0.000
   15045.0000  0.00000E+00  0.00000E+00 -0.34377E-05  0.00000E+00  0.90854E-05  0.00000E+00  0.00000E+00 -0.84288E-01  0.00000E+00  0.47419E+00  0.00000E+00  0.00000E+00  0.43467E+01  0.00000E+00  0.00000E+00  0.18725E+01  0.12489E+00  0.40605E-01   1355  0.00000E+00      0.000
   15060.0000  0.00000E+00  0.00000E+00 -0.34372E-05  0.00000E+00  0.90128E-05  0.00000E+00  0.00000E+00 -0.84339E-01  0.00000E+00  0.47433E+00  0.00000E+00  0.00000E+00  0.43397E+01  0.00000E+00  0.00000E+00  0.18727E+01  0.12494E+00  0.40605E-01   1356  0.00000E+00      0.000
   15075.0000  0.00000E+00  0.00000E+00 -0.34367E-05  0.00000E+00  0.89309E-05  0.00000E+00  0.00000E+00 -0.84391E-01  0.00000E+00  0.47446E+00  0.00000E+00  0.00000E+00  0.43317E+01  0.00000E+00  0.00000E+00  0.18729E+01  0.12500E+00  0.40605E-01   1357  0.00000E+00      0.000
   15090.0000  0.00000E+00  0.00000E+00 -0.34363E-05  0.00000E+00  0.88932E-05  0.00000E+00  0.00000E+00 -0.84442E-01  0.00000E+00  0.47459E+00  0.00000E+00  0.00000E+00  0.43287E+01  0.00000E+00  0.00000E+00  0.18731E+01  0.12505E+00  0.40605E-01   1358  0.00000E+00      0.000
   15105.0000  0.00000E+00  0.00000E+00 -0.34358E-05  0.00000E+00  0.88560E-05  0.00000E+00  0.00000E+00 -0.84494E-01  0.00000E+00  0.47473E+00  0.00000E+00  0.00000E+00  0.43257E+01  0.00000E+00  0.00000E+00  0.18732E+01  0.12510E+00  0.40605E-01   1359  0.00000E+00      0.000
   15120.0000  0.00000E+00  0.00000E+00 -0.34354E-05  0.00000E+00  0.88022E-05  0.00000E+00  0.00000E+00 -0.84545E-01  0.00000E+00  0.47486E+00  0.00000E+00  0.00000E+00  0.43207E+01  0.00000E+00  0.00000E+00  0.18734E+01  0.12515E+00  0.40605E-01   1360  0.00000E+00      0.000
   15135.0000  0.00000E+00  0.00000E+00 -0.34349E-05  0.00000E+00  0.87493E-05  0.00000E+00  0.00000E+00 -0.84597E-01  0.00000E+00  0.47499E+00  0.00000E+00  0.00000E+00  0.43157E+01  0.00000E+00  0.00000E+00  0.18736E+01  0.12520E+00  0.40605E-01   1361  0.00000E+00      0.000
   15150.0000  0.00000E+00  0.00000E+00 -0.34345E-05  0.00000E+00  0.87315E-05  0.00000E+00  0.00000E+00 -0.84648E-01  0.00000E+00  0.47512E+00  0.00000E+00  0.00000E+00  0.43147E+01  0.00000E+00  0.00000E+00  0.18738E+01  0.12525E+00  0.40605E-01   1362  0.00000E+00      0.000
   15165.0000  0.00000E+00  0.00000E+00 -0.34340E-05  0.00000E+00  0.87141E-05  0.00000E+00  0.00000E+00 -0.84700E-01  0.00000E+00  0.47525E+00  0.00000E+00  0.00000E+00  0.43137E+01  0.00000E+00  0.00000E+00  0.18740E+01  0.12530E+00  0.40605E-01   1363  0.00000E+00      0.000
   15180.0000  0.00000E+00  0.00000E+00 -0.34335E-05  0.00000E+00  0.86969E-05  0.00000E+00  0.00000E+00 -0.84751E-01  0.00000E+00  0.47538E+00  0.00000E+00  0.00000E+00  0.43127E+01  0.00000E+00  0.00000E+00  0.18742E+01  0.12536E+00  0.40605E-01   1364  0.00000E+00      0.000
   15195.0000  0.00000E+00  0.00000E+00 -0.34328E-05  0.00000E+00  0.86709E-05  0.00000E+00  0.00000E+00 -0.84803E-01  0.00000E+00  0.47551E+00  0.00000E+00  0.00000E+00  0.43107E+01  0.00000E+00  0.00000E+00  0.18743E+01  0.12541E+00  0.40605E-01   1365  0.00000E+00      0.000
   15210.0000  0.00000E+00  0.00000E+00 -0.34321E-05  0.00000E+00  0.86537E-05  0.00000E+00  0.00000E+00 -0.84854E-01  0.00000E+00  0.47564E+00  0.00000E+00  0.00000E+00  0.43097E+01  0.00000E+00  0.00000E+00  0.18745E+01  0.12546E+00  0.40605E-01   1366  0.00000E+00      0.000
   15225.0000  0.00000E+00  0.00000E+00 -0.34315E-05  0.00000E+00  0.86363E-05  0.00000E+00  0.00000E+00 -0.84906E-01  0.00000E+00  0.47577E+00  0.00000E+00  0.00000E+00  0.43087E+01  0.00000E+00  0.00000E+00  0.18747E+01  0.12551E+00  0.40605E-01   1367  0.00000E+00      0.000
   15240.0000  0.00000E+00  0.00000E+00 -0.34309E-05  0.00000E+00  0.86102E-05  0.00000E+00  0.00000E+00 -0.84957E-01  0.00000E+00  0.47590E+00  0.00000E+00  0.00000E+00  0.43067E+01  0.00000E+00  0.00000E+00  0.18749E+01  0.12556E+00  0.40605E-01   1368  0.00000E+00      0.000
   15255.0000  0.00000E+00  0.00000E+00 -0.34303E-05  0.00000E+00  0.85839E-05  0.00000E+00  0.00000E+00 -0.85009E-01  0.00000E+00  0.47603E+00  0.00000E+00  0.00000E+00  0.43047E+01  0.00000E+00  0.00000E+00  0.18751E+01  0.12561E+00  0.40605E-01   1369  0.00000E+00      0.000
   15270.0000  0.00000E+00  0.00000E+00 -0.34298E-05  0.00000E+00  0.85925E-05  0.00000E+00  0.00000E+00 -0.85060E-01  0.00000E+00  0.47616E+00  0.00000E+00  0.00000E+00  0.43067E+01  0.00000E+00  0.00000E+00  0.18752E+01  0.12566E+00  0.40605E-01   1370  0.00000E+00      0.000
   15285.0000  0.00000E+00  0.00000E+00 -0.34292E-05  0.00000E+00  0.86008E-05  0.00000E+00  0.00000E+00 -0.85112E-01  0.00000E+00  0.47629E+00  0.00000E+00  0.00000E+00  0.43087E+01  0.00000E+00  0.00000E+00  0.18754E+01  0.12572E+00  0.40605E-01   1371  0.00000E+00      0.000
   15300.0000  0.00000E+00  0.00000E+00 -0.34286E-05  0.00000E+00  0.85830E-05  0.00000E+00  0.00000E+00 -0.85163E-01  0.00000E+00  0.47642E+00  0.00000E+00  0.00000E+00  0.43077E+01  0.00000E+00  0.00000E+00  0.18756E+01  0.12577E+00  0.40605E-01   1372  0.00000E+00      0.000
   15315.0000  0.00000E+00  0.00000E+00 -0.34281E-05  0.00000E+00  0.85481E-05  0.00000E+00  0.00000E+00 -0.85214E-01  0.00000E+00  0.47654E+00  0.00000E+00  0.00000E+00  0.43047E+01  0.00000E+00  0.00000E+00  0.18758E+01  0.12582E+00  0.40605E-01   1373  0.00000E+00      0.000
   15330.0000  0.00000E+00  0.00000E+00 -0.34275E-05  0.00000E+00  0.85304E-05  0.00000E+00  0.00000E+00 -0.85266E-01  0.00000E+00  0.47667E+00  0.00000E+00  0.00000E+00  0.43037E+01  0.00000E+00  0.00000E+00  0.18760E+01  0.12587E+00  0.40605E-01   1374  0.00000E+00      0.000
   15345.0000  0.00000E+00  0.00000E+00 -0.34270E-05  0.00000E+00  0.85127E-05  0.00000E+00  0.00000E+00 -0.85317E-01  0.00000E+00  0.47680E+00  0.00000E+00  0.00000E+00  0.43027E+01  0.00000E+00  0.00000E+00  0.18761E+01  0.12592E+00  0.40605E-01   1375  0.00000E+00      0.000
   15360.0000  0.00000E+00  0.00000E+00 -0.34264E-05  0.00000E+00  0.84946E-05  0.00000E+00  0.00000E+00 -0.85369E-01  0.00000E+00  0.47693E+00  0.00000E+00  0.00000E+00  0.43017E+01  0.00000E+00  0.00000E+00  0.18763E+01  0.12597E+00  0.40605E-01   1376  0.00000E+00      0.000
   15375.0000  0.00000E+00  0.00000E+00 -0.34259E-05  0.00000E+00  0.84683E-05  0.00000E+00  0.00000E+00 -0.85420E-01  0.00000E+00  0.47706E+00  0.00000E+00  0.00000E+00  0.42997E+01  0.00000E+00  0.00000E+00  0.18765E+01  0.12602E+00  0.40605E-01   1377  0.00000E+00      0.000
   15390.0000  0.00000E+00  0.00000E+00 -0.34253E-05  0.00000E+00  0.84589E-05  0.00000E+00  0.00000E+00 -0.85471E-01  0.00000E+00  0.47718E+00  0.00000E+00  0.00000E+00  0.42997E+01  0.00000E+00  0.00000E+00  0.18767E+01  0.12608E+00  0.40605E-01   1378  0.00000E+00      0.000
   15405.0000  0.00000E+00  0.00000E+00 -0.34248E-05  0.00000E+00  0.84494E-05  0.00000E+00  0.00000E+00 -0.85523E-01  0.00000E+00  0.47731E+00  0.00000E+00  0.00000E+00  0.42997E+01  0.00000E+00  0.00000E+00  0.18769E+01  0.12613E+00  0.40605E-01   1379  0.00000E+00      0.000
   15420.0000  0.00000E+00  0.00000E+00 -0.34242E-05  0.00000E+00  0.85687E-05  0.00000E+00  0.00000E+00 -0.85574E-01  0.00000E+00  0.47744E+00  0.00000E+00  0.00000E+00  0.43147E+01  0.00000E+00  0.00000E+00  0.18770E+01  0.12618E+00  0.40605E-01   1380  0.00000E+00      0.000
   15435.0000  0.00000E+00  0.00000E+00 -0.34236E-05  0.00000E+00  0.87207E-05  0.00000E+00  0.00000E+00 -0.85626E-01  0.00000E+00  0.47757E+00  0.00000E+00  0.00000E+00  0.43337E+01  0.00000E+00  0.00000E+00  0.18772E+01  0.12623E+00  0.40605E-01   1381  0.00000E+00      0.000
   15450.0000  0.00000E+00  0.00000E+00 -0.34231E-05  0.00000E+00  0.87598E-05  0.00000E+00  0.00000E+00 -0.85677E-01  0.00000E+00  0.47770E+00  0.00000E+00  0.00000E+00  0.43397E+01  0.00000E+00  0.00000E+00  0.18774E+01  0.12628E+00  0.40605E-01   1382  0.00000E+00      0.000
   15465.0000  0.00000E+00  0.00000E+00 -0.34225E-05  0.00000E+00  0.87999E-05  0.00000E+00  0.00000E+00 -0.85728E-01  0.00000E+00  0.47783E+00  0.00000E+00  0.00000E+00  0.43457E+01  0.00000E+00  0.00000E+00  0.18776E+01  0.12633E+00  0.40605E-01   1383  0.00000E+00      0.000
   15480.0000  0.00000E+00  0.00000E+00 -0.34220E-05  0.00000E+00  0.88491E-05  0.00000E+00  0.00000E+00 -0.85780E-01  0.00000E+00  0.47796E+00  0.00000E+00  0.00000E+00  0.43527E+01  0.00000E+00  0.00000E+00  0.18778E+01  0.12638E+00  0.40605E-01   1384  0.00000E+00      0.000
   15495.0000  0.00000E+00  0.00000E+00 -0.34214E-05  0.00000E+00  0.89238E-05  0.00000E+00  0.00000E+00 -0.85831E-01  0.00000E+00  0.47810E+00  0.00000E+00  0.00000E+00  0.43627E+01  0.00000E+00  0.00000E+00  0.18780E+01  0.12644E+00  0.40605E-01   1385  0.00000E+00      0.000
   15510.0000  0.00000E+00  0.00000E+00 -0.34209E-05  0.00000E+00  0.89335E-05  0.00000E+00  0.00000E+00 -0.85882E-01  0.00000E+00  0.47823E+00  0.00000E+00  0.00000E+00  0.43652E+01  0.00000E+00  0.00000E+00  0.18781E+01  0.12649E+00  0.40605E-01   1386  0.00000E+00      0.000
   15525.0000  0.00000E+00  0.00000E+00 -0.34204E-05  0.00000E+00  0.89435E-05  0.00000E+00  0.00000E+00 -0.85933E-01  0.00000E+00  0.47837E+00  0.00000E+00  0.00000E+00  0.43677E+01  0.00000E+00  0.00000E+00  0.18783E+01  0.12654E+00  0.40605E-01   1387  0.00000E+00      0.000
   15540.0000  0.00000E+00  0.00000E+00 -0.34198E-05  0.00000E+00  0.89922E-05  0.00000E+00  0.00000E+00 -0.85985E-01  0.00000E+00  0.47850E+00  0.00000E+00  0.00000E+00  0.43747E+01  0.00000E+00  0.00000E+00  0.18785E+01  0.12659E+00  0.40605E-01   1388  0.00000E+00      0.000
   15555.0000  0.00000E+00  0.00000E+00 -0.34193E-05  0.00000E+00  0.90059E-05  0.00000E+00  0.00000E+00 -0.86036E-01  0.00000E+00  0.47864E+00  0.00000E+00  0.00000E+00  0.43777E+01  0.00000E+00  0.00000E+00  0.18787E+01  0.12664E+00  0.40605E-01   1389  0.00000E+00      0.000
